PROP_ID,PREFERENCE,DESCRIPTION,PROPERTY_TYPE,CITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,PRICE_PER_UNIT_AREA,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,PROP_NAME,PRICE_SQFT,MAP_DETAILS,AMENITIES,AREA,PRICE,PROP_HEADING,SECONDARY_TAGS,TOTAL_LANDMARK_COUNT,FORMATTED_LANDMARK_DETAILS,SOCIETY_NAME,BUILDING_NAME,location,BALCONY_NUM,FLOOR_NUM,CARPET_SQFT,SUPERBUILTUP_SQFT,BUILTUP_SQFT,SUPER_AREA,SUPERAREA_UNIT,SUPER_SQFT
O68456204,S,"Bengal anahita is one of the most popular destination for buying apartments/ flats in new town, kolkata east. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is over 1475 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 3 balconies. The flat has a total of 12 floors and this property is situated on 8th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.",Residential Apartment,Kolkata East,1.0,1,2.0,4949.0,2,6,1,12.0,"44,33,23,12,24,46,47,25,26,17,28,39,19,3,5,6,9,40,30,41,20,31,21",Bengal Anahita,4949.0,"{'LATITUDE': '22.620252', 'LONGITUDE': '88.4816915'}","17,5,20,21,44,23,24,46,47,28,39,19,6,9,40,30,41,33,12,25,26,3,31,101,102",1475 sq.ft.,73 L,2 BHK Flat in New Town,"['READY TO MOVE', 'RESALE']",26.0,"[{'category': 'ReligiousPlace', 'text': '20 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '1 Office Complex', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Bengal Anahita,Bengal Anahita,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",3.0,8,,1475.0,,,,
Y71280878,S,"Check out this 3 bhk apartment for sale in kalponik coop.Housing society ltd., a popular residential project that houses in-Demand flats in new town, kolkata east. This is a south-East-Facing property. The flat occupies a super built up area of 1450 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 2 balconies. The flat has a total of 4 floors and this property is situated on 2nd floor. This residential property is still under construction and will be available for possession by december 2024. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. All the modern amenities such as lift(s) and shopping centre will make life easier for you. An uninterrupted supply of clean water provides a hassle-Free experience for the residents.",Residential Apartment,Kolkata East,1.0,3,3.0,4586.0,2,7,5,4.0,"44,33,47,21",KALPONIK COOP.HOUSING SOCIETY LTD.,4586.0,"{'LATITUDE': '22.6006912', 'LONGITUDE': '88.4694535'}","21,44,47,33,101,102",1450 sq.ft.,66.5 L,3 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'RESALE']",35.0,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '5 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '4 Office Complexes', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Parking', 'text': '1 Parking', 'className': 'prkng', 'icon': 'https://static.99acres.com/universalapp/img/prkng.png'}, {'category': 'BusDepot', 'text': '2 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",KALPONIK COOP.HOUSING SOCIETY LTD.,KALPONIK COOP.HOUSING SOCIETY LTD.,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",2.0,2,1080.0,1450.0,,,,
Q71280756,S,"La. Pearl. Coop. Housing society ltd. Is one of kolkata east's most sought after destination for apartments and this 3 bhk flat in new town is your opportunity to be a part of this community. The flat is facing the north-West direction. Constructed on a super built up area of 1455 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the 3rd floor of this 4 floors tall residential building. Moreover, the flat is currently under construction and possession is expected by december 2024. The beautifully designed vitrified flooring enhances the beauty of the flat. All the modern amenities such as lift(s) and shopping centre will make life easier for you. The residents of this project enjoy a 24*7 access to clean water.",Residential Apartment,Kolkata East,1.0,3,3.0,4432.0,2,6,5,4.0,"44,33,47,21",LA. PEARL. COOP. HOUSING SOCIETY LTD.,4432.0,"{'LATITUDE': '22.6006912', 'LONGITUDE': '88.4694535'}","21,44,47,33,101,102",1455 sq.ft.,64.5 L,3 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'RESALE']",35.0,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '5 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '4 Office Complexes', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Parking', 'text': '1 Parking', 'className': 'prkng', 'icon': 'https://static.99acres.com/universalapp/img/prkng.png'}, {'category': 'BusDepot', 'text': '2 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",LA. PEARL. COOP. HOUSING SOCIETY LTD.,LA. PEARL. COOP. HOUSING SOCIETY LTD.,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,3,1091.0,1455.0,,,,
Y71207836,S,"This 2 bhk flat is located in tansam apertment-Individual, which houses some of the most spacious flats in new town, kolkata east. This residential flat is south-West-Facing direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 948 sq.Ft. The flat has a total of 4 floors and this property is situated on 2nd floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. The flat will offer a modern lifestyle as it is presented with many of the amenities such as lift(s) and shopping centre. An uninterrupted supply of clean water provides a hassle-Free experience for the residents.
 Additional details :

Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata East,1.0,1,2.0,6901.0,2,8,1,4.0,"44,33,47,21",Tansam Apartment,6901.0,"{'LATITUDE': '22.504595', 'LONGITUDE': '88.358925'}","21,44,47,33,101,102",948 sq.ft.,49 L,2 BHK Flat in New Town,"['READY TO MOVE', 'RESALE']",50.0,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'Hospital', 'text': '20 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Attraction', 'text': '1 Attraction', 'className': 'cultrl', 'icon': 'https://static.99acres.com/universalapp/img/cultrl.png'}]",Tansam Apartment,Tansam Apartment,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,2,710.0,948.0,,,,
I71196722,S,"Looking for a 2 bhk property for sale in kolkata east? Buy this 2 bhk flat in tansam apartment that is situated in new town, kolkata east. This property faces the south-West direction. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 949 sq.Ft. The flat has a total of 4 floors and this property is situated on 3rd floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The flat comes well built with vitrified flooring options. The society is well equipped with many modern amenities, including lift(s) and shopping centre. You enjoy a 24*7 access to water in your flat.
 Additional details :

Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata East,1.0,1,2.0,6891.0,2,8,1,4.0,"44,33,47,21",Tansam Apartment,6891.0,"{'LATITUDE': '22.504595', 'LONGITUDE': '88.358925'}","21,44,47,33,101,102",949 sq.ft.,49 L,2 BHK Flat in New Town,"['READY TO MOVE', 'RESALE']",50.0,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'Hospital', 'text': '20 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Attraction', 'text': '1 Attraction', 'className': 'cultrl', 'icon': 'https://static.99acres.com/universalapp/img/cultrl.png'}]",Tansam Apartment,Tansam Apartment,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,3,711.0,949.0,,,,
E71195350,S,"Located in the popular residential address of new town, kolkata east, sai ram -Individual is one of the most preferred destination for apartments in kolkata east. This 2 bhk flat is your ticket to be a part of this community. The flat is south-Facing. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 846 sq.Ft. This flat is situated on the top floor of this 4 floors tall residential building. This 0-1 year old property is available for immediate possession as the project is ready to move. The well built vitrified flooring enhances the aesthetic appeal of this flat. The flat will offer a modern lifestyle as it is presented with many of the amenities such as lift(s) and shopping centre. The residents of this project enjoy a 24*7 access to clean water.",Residential Apartment,Kolkata East,1.0,1,2.0,6299.0,2,2,1,4.0,"44,33,47,21",SAI RAM -INDIVIDUAL,6299.0,"{'LATITUDE': '22.505905', 'LONGITUDE': '88.36066'}","21,44,47,33,101,102",846 sq.ft.,40 L,2 BHK Flat in New Town,"['READY TO MOVE', 'RESALE']",50.0,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'Hospital', 'text': '19 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Attraction', 'text': '1 Attraction', 'className': 'cultrl', 'icon': 'https://static.99acres.com/universalapp/img/cultrl.png'}]",SAI RAM -INDIVIDUAL,SAI RAM -INDIVIDUAL,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,4,635.0,846.0,,,,
C71196604,S,"Looking for a 3 bhk property for sale in kolkata east? Buy this 3 bhk flat in tansam apartment that is situated in new town, kolkata east. This property faces the south-West direction. The flat is over 1249 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 2 balconies. The flat has a total of 4 floors and this property is situated on 3rd floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. The flat will offer a modern lifestyle as it is presented with many of the amenities such as lift(s) and shopping centre. The residents of this project enjoy a 24*7 access to clean water.
 Additional details :

Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata East,1.0,3,3.0,7577.0,2,8,1,4.0,"44,33,47,21",TANSAM APARTMENT,7577.0,"{'LATITUDE': '22.569815', 'LONGITUDE': '88.44486'}","21,44,47,33,101,102",1249 sq.ft.,71 L,3 BHK Flat in New Town,"['READY TO MOVE', 'RESALE']",42.0,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Attraction', 'text': '1 Attraction', 'className': 'cultrl', 'icon': 'https://static.99acres.com/universalapp/img/cultrl.png'}, {'category': 'Pharmacy', 'text': '1 Pharmacy', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}, {'category': 'OfficeComplex', 'text': '4 Office Complexes', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}]",TANSAM APARTMENT,TANSAM APARTMENT,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",2.0,3,937.0,1249.0,,,,
O71208140,S,"Located in the popular residential address of new town, kolkata east, binoba coop. Housing society ltd. Is one of the most preferred destination for apartments in kolkata east. This 3 bhk flat is your ticket to be a part of this community. This residential flat is east-Facing direction. The flat is over 1450 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 2 balconies. The residential building has 4 floors in total and the flat for sale is located on the top floor. The flat is currently under construction stage and you can expect to get the possession of the property by june 2024. The well built vitrified flooring enhances the aesthetic appeal of this flat. Binoba coop. Housing society ltd. Is designed very well to provide modern facilities such as lift(s) and shopping centre. The project provides a continuous supply of water to its flats.",Residential Apartment,Kolkata East,1.0,3,3.0,4206.0,2,3,5,4.0,"44,33,47,21",BINOBA COOP. HOUSING SOCIETY LTD.,4206.0,"{'LATITUDE': '22.6006912', 'LONGITUDE': '88.4694535'}","21,44,47,33,101,102",1450 sq.ft.,61 L,3 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'RESALE']",35.0,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '5 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '4 Office Complexes', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Parking', 'text': '1 Parking', 'className': 'prkng', 'icon': 'https://static.99acres.com/universalapp/img/prkng.png'}, {'category': 'BusDepot', 'text': '2 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",BINOBA COOP. HOUSING SOCIETY LTD.,BINOBA COOP. HOUSING SOCIETY LTD.,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",2.0,4,1089.0,1450.0,,,,
Q71207998,S,"This lovely 3 bhk apartment/flat in new town is available for sale in one of kolkata east's most popular projects, elinacoop.Housingsocietyltd. This property faces the north-East direction. Containing 3 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1251 sq.Ft. The property is located on the 1st floor of a 4 floors tall building. This residential property is still under construction and will be available for possession by june 2024. The flat comes well built with vitrified flooring options. The society is well equipped with many modern amenities, including lift(s) and shopping centre. The residents of this project enjoy a 24*7 access to clean water.",Residential Apartment,Kolkata East,1.0,3,3.0,4636.0,2,5,5,4.0,"44,33,47,21",ELINACOOP.HOUSINGSOCIETYLTD.,4636.0,"{'LATITUDE': '22.6006912', 'LONGITUDE': '88.4694535'}","21,44,47,33,101,102",1251 sq.ft.,58 L,3 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'RESALE']",35.0,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '5 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '4 Office Complexes', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Parking', 'text': '1 Parking', 'className': 'prkng', 'icon': 'https://static.99acres.com/universalapp/img/prkng.png'}, {'category': 'BusDepot', 'text': '2 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",ELINACOOP.HOUSINGSOCIETYLTD.,ELINACOOP.HOUSINGSOCIETYLTD.,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",2.0,1,939.0,1251.0,,,,
R71197682,S,"Sai ram-Individual is one of the most popular destination for buying apartments/ flats in new town, kolkata east. You too can be a part of this society by purchasing this 2 bhk flat here. This property faces the south direction. The flat is over 845 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the top floor of a 4 floors tall building. This is a ready to move project and the property is 0-1 year old. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. Sai ram-Individual is designed very well to provide modern facilities such as lift(s) and shopping centre. This residential project ensures a 24*7 water supply for its residents.",Residential Apartment,Kolkata East,1.0,1,2.0,4733.0,2,2,6,4.0,"44,33,47,21",SAI RAM-INDIVIDUAL,4733.0,"{'LATITUDE': '22.6006912', 'LONGITUDE': '88.4694535'}","21,44,47,33,101,102",845 sq.ft.,40 L,2 BHK Flat in New Town,"['READY TO MOVE', 'RESALE']",35.0,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '5 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '4 Office Complexes', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Parking', 'text': '1 Parking', 'className': 'prkng', 'icon': 'https://static.99acres.com/universalapp/img/prkng.png'}, {'category': 'BusDepot', 'text': '2 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",SAI RAM-INDIVIDUAL,SAI RAM-INDIVIDUAL,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,4,634.0,845.0,,,,
O71196838,S,"Elinacoop.Housingsocietyltd. Is one of kolkata east's most sought after destination for apartments and this 3 bhk flat in new town is your opportunity to be a part of this community. This residential flat is north-East-Facing direction. Containing 3 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1248 sq.Ft. The flat has a total of 4 floors and this property is situated on 1st floor. This residential flat is currently under construction and you can expect the possession of the same by july 2024. The beautifully designed vitrified flooring enhances the beauty of the flat. The society is well equipped with many modern amenities, including lift(s) and shopping centre. An uninterrupted supply of clean water provides a hassle-Free experience for the residents.",Residential Apartment,Kolkata East,1.0,3,3.0,4647.0,2,5,5,4.0,"44,33,47,21",ELINACOOP.HOUSINGSOCIETYLTD.,4647.0,"{'LATITUDE': '22.6006912', 'LONGITUDE': '88.4694535'}","21,44,47,33,101,102",1248 sq.ft.,58 L,3 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'RESALE']",35.0,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '5 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '4 Office Complexes', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Parking', 'text': '1 Parking', 'className': 'prkng', 'icon': 'https://static.99acres.com/universalapp/img/prkng.png'}, {'category': 'BusDepot', 'text': '2 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",ELINACOOP.HOUSINGSOCIETYLTD.,ELINACOOP.HOUSINGSOCIETYLTD.,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",2.0,1,936.0,1248.0,,,,
I71195794,S,"This lovely 3 bhk apartment/flat in new town is available for sale in one of kolkata east's most popular projects, jai vignaharta co-Operative housing society ltd. This is a north-East-Facing property. Constructed on a super built up area of 1457 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 2 balconies. The property is located on the 8th floor of a 12 floors tall building. Moreover, the flat is currently under construction and possession is expected by december 2025. The flat comes well built with vitrified flooring options. All the modern amenities such as lift(s), shopping centre, swimming pool, club house / community center and fitness centre / gym will make life easier for you. The project provides a continuous supply of water to its flats.",Residential Apartment,Kolkata East,1.0,3,3.0,6691.0,2,5,5,12.0,"44,33,1,12,3,47,17,20,21",JAI VIGNAHARTA CO-OPERATIVE HOUSING SOCIETY LTD.,6691.0,"{'LATITUDE': '22.6006912', 'LONGITUDE': '88.4694535'}","17,20,21,44,1,47,33,12,3,101,102",1457 sq.ft.,97.5 L,3 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'RESALE']",35.0,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '5 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '4 Office Complexes', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Parking', 'text': '1 Parking', 'className': 'prkng', 'icon': 'https://static.99acres.com/universalapp/img/prkng.png'}, {'category': 'BusDepot', 'text': '2 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",JAI VIGNAHARTA CO-OPERATIVE HOUSING SOCIETY LTD.,JAI VIGNAHARTA CO-OPERATIVE HOUSING SOCIETY LTD.,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",2.0,8,1093.0,1457.0,,,,
R71195638,S,"Check out this 2 bhk apartment for sale in ab - 20 (Individual), a popular residential project that houses in-Demand flats in new town, kolkata east. The flat is over 949 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 4 floors in total and the flat for sale is located on the top floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. Ab - 20 (Individual) is designed very well to provide modern facilities such as lift(s) and shopping centre. You enjoy a 24*7 access to water in your flat.",Residential Apartment,Kolkata East,1.0,1,2.0,5900.0,2,0,6,4.0,"44,33,47,21",AB - 20 (INDIVIDUAL),5900.0,"{'LATITUDE': '22.6006912', 'LONGITUDE': '88.4694535'}","21,44,47,33,101,102",949 sq.ft.,56 L,2 BHK Flat in New Town,"['READY TO MOVE', 'RESALE']",35.0,"[{'category': 'ReligiousPlace', 'text': '2 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '3 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '5 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '4 Office Complexes', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Parking', 'text': '1 Parking', 'className': 'prkng', 'icon': 'https://static.99acres.com/universalapp/img/prkng.png'}, {'category': 'BusDepot', 'text': '2 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",AB - 20 (INDIVIDUAL),AB - 20 (INDIVIDUAL),"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,4,711.0,949.0,,,,
