PROP_ID,PREFERENCE,DESCRIPTION,PROPERTY_TYPE,CITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,PRICE_PER_UNIT_AREA,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,PROP_NAME,PRICE_SQFT,MAP_DETAILS,AMENITIES,AREA,PRICE,PROP_HEADING,SECONDARY_TAGS,TOTAL_LANDMARK_COUNT,FORMATTED_LANDMARK_DETAILS,SOCIETY_NAME,BUILDING_NAME,BALCONY_NUM,FLOOR_NUM,CARPET_SQFT,SUPERBUILTUP_SQFT,BUILTUP_SQFT,SUPER_AREA,SUPERAREA_UNIT,SUPER_SQFT,CITY.1,CITY_NAME,LOCALITY_ID,LOCALITY_NAME,ADDRESS
J70873770,S,"Looking for a 3 bhk property for sale in kolkata south? Buy this 3 bhk flat in apartment that is situated in rb connector, kolkata south. The flat is over 1350 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 4 floors and this property is situated on 2nd floor. This is a ready to move project and the property is 0-1 year old.",Residential Apartment,Kolkata South,1,1,3,7253,2,7,1,4,"23,24,17,20,21",apartment ,7253,"{'LATITUDE': '22.5165497104', 'LONGITUDE': '88.3881655757'}","17,20,21,23,24",1351,98 L,3 BHK Flat in RB Connector,"['READY TO MOVE', 'RESALE']",50,"[{'category': 'ReligiousPlace', 'text': '15 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '2 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '13 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Pharmacy', 'text': '2 Pharmacys', 'className': 'phmcy', 'icon': 'https://static.99acres.com/universalapp/img/phmcy.png'}]",apartment ,apartment ,1,2,,1351,,,,,27,Kolkata South,1476,rb connector,
P70852768,S,"Ready to move spacious luxurious 2bhk available at madhyamgram 200m from jessore road market school hospital bank atm bus stand railway station under walking distance this project approve from bank approve from sbi pnb hdfc icici. No brokerage our own project
 Additional details :

The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,2,3099,2,4,1,4,"33,23,45,12,46,47,25,26,17,28,19,3,5,9,40,41,20,42,21,32,43",Bhumi apartment,3099,"{'LATITUDE': '22.682764', 'LONGITUDE': '88.458755'}","17,5,20,21,32,23,45,46,47,28,19,9,40,41,42,43,33,12,25,26,3,101,102",992,30.75 L,2 BHK Flat in Madhyamgram,"['READY TO MOVE', 'RESALE']",21,"[{'category': 'ReligiousPlace', 'text': '3 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'Hospital', 'text': '11 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Attraction', 'text': '1 Attraction', 'className': 'cultrl', 'icon': 'https://static.99acres.com/universalapp/img/cultrl.png'}, {'category': 'BusDepot', 'text': '2 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}]",Bhumi apartment,Bhumi apartment,1,3,990,992,991,,,,26,Kolkata North,528,madhyamgram,
P70852530,S,"Very special luxurious 2bhk available at michael nagar near birati and dumdum international airport 200 m market school hospital bank atm bus stand railway station under walking distance. Our own project no broker is needed only genuine bias contact please bank a group project
 Additional details :

The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,2,3099,2,8,1,4,"44,33,23,24,46,47,25,26,17,28,19,1,3,5,9,40,41,20,31,42,21,32,43",Bhumi Apartment,3099,"{'LATITUDE': '22.585943', 'LONGITUDE': '88.486206'}","17,5,20,21,32,44,23,24,46,47,28,19,1,9,40,41,42,43,33,25,26,3,31,101,102",908,28.14 L,2 BHK Flat in Michael Nagar,"['READY TO MOVE', 'RESALE']",27,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'ReligiousPlace', 'text': '1 Religious Place', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '6 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '3 Office Complexes', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Parking', 'text': '2 Parkings', 'className': 'prkng', 'icon': 'https://static.99acres.com/universalapp/img/prkng.png'}, {'category': 'BusDepot', 'text': '3 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}]",Bhumi Apartment,Bhumi Apartment,1,3,906,908,907,,,,26,Kolkata North,27563,michael nagar,
B70851304,S,"Very spacious luxurious 1 bhk available on the complex this project approve from sbi hdfc icici pnb no brokerage our own project only genuine buyers contact please.
 Additional details :

The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,1,3098,2,7,1,4,"44,33,23,24,46,47,25,26,17,28,19,3,5,9,40,41,20,42,21,32,43",Bhumi Apartment,3098,"{'LATITUDE': '22.585943', 'LONGITUDE': '88.486206'}","17,5,20,21,32,44,23,24,46,47,28,19,9,40,41,42,43,33,25,26,3,101,102",529,16.39 L,"1 BHK Flat in Madhyamgram, Doltala","['READY TO MOVE', 'RESALE']",27,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'ReligiousPlace', 'text': '1 Religious Place', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '6 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '3 Office Complexes', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Parking', 'text': '2 Parkings', 'className': 'prkng', 'icon': 'https://static.99acres.com/universalapp/img/prkng.png'}, {'category': 'BusDepot', 'text': '3 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}]",Bhumi Apartment,Bhumi Apartment,1,3,527,529,528,,,,26,Kolkata North,0,madhyamgram doltala,
G70850714,S,"Spacious ready to move 2bhk available at jessore road bt mall crossing just 1 minute walking distance from jessore road upcoming metro station market school hospital bank railway station and bus stand all under working distance this is our own property no brokerage needed.
 Additional details :

The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,2,3099,2,3,1,4,"23,24,5,17,19,20,21",Bhumi Apartment,3099,"{'LATITUDE': '22.585943', 'LONGITUDE': '88.486206'}","51,72,02,12,32,41,91,00,000",882,27.34 L,"2 BHK Flat in BT collage, Jessore road","['READY TO MOVE', 'RESALE']",27,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'ReligiousPlace', 'text': '1 Religious Place', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '6 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '3 Office Complexes', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Parking', 'text': '2 Parkings', 'className': 'prkng', 'icon': 'https://static.99acres.com/universalapp/img/prkng.png'}, {'category': 'BusDepot', 'text': '3 Bus Depots', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}]",Bhumi Apartment,Bhumi Apartment,1,3,880,882,881,,,,26,Kolkata North,0,bt collage jessore road,
J70740068,S,"This apartment is located on the 7th floor in a g+11 building with 3 spacious bedrooms, 3 bathrooms, one kitchen and a 1 standard balcony in the most popular and luxurious complex solus. It is simple, cosy, modern and bright. This apartment is perfect for accommodating your family in a modern and functional environment. The society is located in a well connected area, so you can get anywhere in kolkata with ease. The apartment is a corner one with incredible views of the city as well as the natural beauty. This 1272 sqft spacious apartment is available for possession from 2026 onwards. The society is well equipped with many modern amenities, including swimming pool, water softening plant, security personnel, maintenance staff, club house / community center, cctv surveillance, fitness centre / gym, park and lift(s) etc. All inclusive price of this fancy three-Bedroom is 84 lakh which includes all the charges except legal fees and registration cost. This unit is coming up with one covered car park. This is an excellent opportunity to buy your dream home in a very decent price with good neighbours and excellent maintenance staffs.",Residential Apartment,Kolkata North,1,1,3,6761,2,7,5,11,"44,12,23,24,25,47,26,17,28,29,19,1,3,5,6,40,41,31,20,21",Solus,6761,"{'LATITUDE': '22.70124', 'LONGITUDE': '88.47059'}","17,5,20,21,44,23,24,47,28,29,19,1,6,40,41,12,25,26,3,31,102",1272,86 L,3 BHK Flat in Madhyamgram,"['UNDER CONSTRUCTION', 'RESALE']",10,"[{'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '2 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'OfficeComplex', 'text': '1 Office Complex', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Hotel', 'text': '1 Hotels', 'className': 'htl', 'icon': 'https://static.99acres.com/universalapp/img/htl.png'}]",Solus,Solus,1,7,,1272,,,,,26,Kolkata North,528,madhyamgram,706
C70739938,S,"This apartment is located on the 4th floor in a g+11 building with 3 spacious bedrooms, 3 bathrooms, one kitchen and a 1 standard balcony in the most popular and luxurious complex solus. It is simple, cosy, modern and bright. This apartment is perfect for accommodating your family in a modern and functional environment. The society is located in a well connected area, so you can get anywhere in kolkata with ease. The apartment is a corner one with incredible views of the city as well as the natural beauty. This 1272 sqft spacious apartment is available for possession from 2026 onwards. The society is well equipped with many modern amenities, including swimming pool, water softening plant, security personnel, maintenance staff, club house / community center, cctv surveillance, fitness centre / gym, park and lift(s) etc. All inclusive price of this fancy three-Bedroom is 84 lakh which includes all the charges except legal fees and registration cost. This unit is coming up with one covered car park. This is an excellent opportunity to buy your dream home in a very decent price with good neighbours and excellent maintenance staffs.",Residential Apartment,Kolkata North,1,1,3,6357,2,7,5,11,"44,33,23,12,24,25,47,26,17,28,29,19,1,3,5,6,9,40,41,20,31,21",Solus,6357,"{'LATITUDE': '22.70124', 'LONGITUDE': '88.47059'}","17,5,20,21,44,23,24,47,28,29,19,1,6,9,40,41,33,12,25,26,3,31,101,102",1337,85 L,3 BHK Flat in Madhyamgram,"['UNDER CONSTRUCTION', 'RESALE']",10,"[{'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '2 Connectivities', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'OfficeComplex', 'text': '1 Office Complex', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Hotel', 'text': '1 Hotels', 'className': 'htl', 'icon': 'https://static.99acres.com/universalapp/img/htl.png'}]",Solus,Solus,1,4,,1337,,,,,26,Kolkata North,528,madhyamgram,405
M70632586,S,"Acreage management offers a 3bhk at sherwood estate, narendrapur. It's a 3 bhk on the 3rd floor, comes with a basement car parking space at an additional cost of 5l.

For more details please contact us.",Residential Apartment,Kolkata South,1,1,3,4649,2,0,3,4,"23,24,47,25,26,28,29,30,31,10,32,33,12,17,39,19,1,3,5,6,8,9,40,41,20,42,21,43",Sherwood Estate,4649,"{'LATITUDE': '22.437822', 'LONGITUDE': '88.3976073'}","10,32,17,5,8,20,21,23,24,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3",1140,53 L,3 BHK Flat in Narendrapur,"['READY TO MOVE', 'RESALE']",4,"[{'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Attraction', 'text': '1 Attraction', 'className': 'cultrl', 'icon': 'https://static.99acres.com/universalapp/img/cultrl.png'}]",Sherwood Estate,Sherwood Estate,1,3,,1140,,,,,27,Kolkata South,6852,narendrapur,
U70415612,S,"Acreage management offers a 3 bhk flat for sale in a complex called rajwada grand at kamalgazi more.
This is a south facing flat with all necessary amenities.
The price of the flat is 67 lakhs and another 5 lakhs for the parking.
Total cost of the property is 72 lakhs. For more details please do contact us.
 Additional details :

The apartment has borings water supply.
Full power backup is available.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata South,1,1,3,4636,2,7,2,8,"23,12,47,25,26,19,1,3,5,6,9,20,21",Rajwada Grand,4636,"{'LATITUDE': '22.448149', 'LONGITUDE': '88.39195'}","5,20,21,23,47,19,1,6,9,12,25,26,3,101,102",1445,67 L,3 BHK Flat in Kamalgazi,"['READY TO MOVE', 'RESALE', 'RERA | HIRA']",24,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'ReligiousPlace', 'text': '5 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '2 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '6 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Attraction', 'text': '1 Attraction', 'className': 'cultrl', 'icon': 'https://static.99acres.com/universalapp/img/cultrl.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Rajwada Grand,Rajwada Grand,1,1,,1445,,,,,27,Kolkata South,6849,kamalgazi,
J70524088,S,"Spacious luxurious ready to move 2bhk available at jessore road near birati michael nagar market school hospital bank all under working distance this project approve from sbi pnb hdfc icici etc this is our own property so no broker is needed only genuine buyers contact please.
 Additional details :

The apartment has borings water supply.
Full power backup is available.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,2,3099,2,3,1,3,"44,33,23,24,46,47,25,26,17,28,19,3,5,6,9,40,30,41,20,31,21,32,43","Bhumi Enclave, Micheal Nagar",3099,"{'LATITUDE': '22.630198', 'LONGITUDE': '88.48166'}","17,5,20,21,32,44,23,24,46,47,28,19,6,9,40,30,41,43,33,25,26,3,31,101,102",908,28.14 L,"2 BHK Flat in Michael nagar, Birati","['READY TO MOVE', 'RESALE']",29,"[{'category': 'ReligiousPlace', 'text': '20 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'Hospital', 'text': '2 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '1 Office Complex', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]","Bhumi Enclave, Micheal Nagar","Bhumi Enclave, Micheal Nagar",1,2,906,908,907,,,,26,Kolkata North,0,michael nagar birati,
S70523848,S,"Very spacious very luxurious 3 bhk available at crossing jessore road near madhyamgram and dumdum international airport also market school hospital bank bus stand just 1 minute walking distance is project approve from sbi hdfc icici pnb etc.
 Additional details :

The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.",Residential Apartment,Kolkata North,1,1,3,3098,2,1,1,3,"44,23,24,46,47,25,26,17,28,19,3,5,6,9,40,30,41,20,31,21,32,43","Bhumi Enclave, Doltala Jessore road",3098,"{'LATITUDE': '22.630198', 'LONGITUDE': '88.48166'}","17,5,20,21,32,44,23,24,46,47,28,19,6,9,40,30,41,43,25,26,3,31,101,102",1158,35.88 L,3 BHK Flat in Madhyamgram,"['READY TO MOVE', 'RESALE']",29,"[{'category': 'ReligiousPlace', 'text': '20 Religious Places', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'Hospital', 'text': '2 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'OfficeComplex', 'text': '1 Office Complex', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'BusDepot', 'text': '1 Bus Depot', 'className': 'busdpt', 'icon': 'https://static.99acres.com/universalapp/img/busdpt.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]","Bhumi Enclave, Doltala Jessore road","Bhumi Enclave, Doltala Jessore road",1,2,1156,1158,1157,,,,26,Kolkata North,528,madhyamgram,
X70470162,S,"Zero brokerage this subh apartment is in one of the posh area of vip road raghunathpur bus stop where all big malls are present like bazar kolkata , mbazar , fashion bazar etc . From our building vip road is just 2 minutes walking distance . This flat has 3 spacious bedroom 2 toilet 1 balcony 1 living and dining space available .",Residential Apartment,Kolkata North,1,1,3,4270,4,7,5,4,",2,,5,,20,,21,,23,,24,,25,,40,,41,,47,",Subh Apartment,4270,"{'LATITUDE': '22.61893170000000000000', 'LONGITUDE': '88.43008970000000000000'}",,1007,43 L,3 BHK Flat in Baguiati,"['UNDER CONSTRUCTION', 'RESALE', 'POSSESSION IN OCT 2023']",,,Subh Apartment,,1,2,0,1007,0,,,0,26,Kolkata North,493,baguiati,
M70438076,R,"Situated in tangra kolkata east, ruchi active acres tangra is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 3 bhk apartment now available for rent. This flat consists of 2 bathrooms & 1 balcony. Flat is constructed on 1727 sq.Ft. You get an additional space of servant room. 1 covered parking available. Placed on 10th of 20 floor in 5-10 years old tower. This property is unfurnished. Property is ready to be leased on any agreement type from tue, 01 aug 2023 for family only with a notice of 2 months for a duration of 11 months. Expected rent for this property is  35,000 monthly. A one-Time payment of  70000 is required by the owner as a security deposit.",Residential Apartment,Kolkata East,,0,3,20,2,5,2,20,"23,24,5,17,6,19,20,21",Ruchi Active Acres Tangra,20,"{'LATITUDE': '22.5563167', 'LONGITUDE': '88.388763'}","5,17,20,21,23,24,6,19",1727,"35,000",3 BHK Flat in Tangra,[],50,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'ReligiousPlace', 'text': '1 Religious Place', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '2 ATMs', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '24 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Ruchi Active Acres Tangra,Ruchi Active Acres Tangra,1,10,,1727,,,,,28,Kolkata East,1506,tangra,
T70427656,S,"Check out this 4 bhk apartment for sale in siddha sky, a popular residential project that houses in-Demand flats in em bypass, kolkata east. Containing 4 bedroom(s), 4 bathrooms and 1 balcony, this flat is spread over a super built up area of 2527 sq.Ft. The flat has a total of 31 floors and this property is situated on 10th floor. The flat is currently under construction stage and you can expect to get the possession of the property within 6 months.",Residential Apartment,Kolkata East,1,1,4,10288,2,3,5,31,"44,23,45,24,5,17,6,40,41,20,21",Siddha Sky,10288,"{'LATITUDE': '22.558639', 'LONGITUDE': '88.394022'}","5,17,20,21,44,23,45,24,6,40,41",2527,2.6 Cr,4 BHK Flat in EM Bypass,"['UNDER CONSTRUCTION', 'RESALE', 'RERA | HIRA']",8,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '1 Connectivity', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}]",Siddha Sky,Siddha Sky,1,10,,2527,,,,,28,Kolkata East,8457,em bypass,
Y63603526,S,"This beautiful 4 bhk flat in chingrighata , kolkata east is situated in ps jiva, one of the popular residential society in kolkata east. The flat is south-Facing. Containing 4 bedroom(s), 4 bathrooms and 3 balconies, this flat is spread over a super built up area of 2300 sq.Ft. The property is located on the 5th floor of a 12 floors tall building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. The society is well equipped with many modern amenities, including water softening plant, fitness centre / gym, swimming pool, club house / community center and security personnel. The residential project is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply.",Residential Apartment,Kolkata East,1,1,4,10217,2,2,6,12,"44,45,12,1,46,3,47,25,26,9,30,31",PS Jiva,10217,"{'LATITUDE': '22.557147', 'LONGITUDE': '88.398467'}","44,45,1,46,47,9,30,12,3,25,26,31",2300,2.35 Cr,4 BHK Flat in Chingrighata,"['READY TO MOVE', 'RESALE', 'RERA | HIRA']",15,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '1 Connectivity', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '4 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '3 Hospitals', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'OfficeComplex', 'text': '1 Office Complex', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Hotel', 'text': '2 Hotelss', 'className': 'htl', 'icon': 'https://static.99acres.com/universalapp/img/htl.png'}, {'category': 'Miscellaneous', 'text': '1 Miscellaneous', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",PS Jiva,PS Jiva,3,5,1490,2300,,,,,28,Kolkata East,8599,chingrighata,
K67443464,S,"Check out this 3 bhk apartment for sale in urbana, a popular residential project that houses in-Demand flats in em bypass, kolkata south. The flat occupies a super built up area of 2021 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat lies on the 5th level of a 45 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property.",Residential Apartment,Kolkata South,1,1,3,14844,2,0,1,45,"23,24,5,17,6,19,21",Urbana,14844,"{'LATITUDE': '22.548114', 'LONGITUDE': '88.4004968'}","5,17,21,23,24,6,19,101,102",2021,3 Cr,3 BHK Flat in EM Bypass,"['READY TO MOVE', 'RESALE', 'RERA | HIRA']",15,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'ReligiousPlace', 'text': '1 Religious Place', 'className': 'rlgs', 'icon': 'https://static.99acres.com/universalapp/img/rlgs.png'}, {'category': 'ATM', 'text': '1 ATM', 'className': 'atm', 'icon': 'https://static.99acres.com/universalapp/img/atm_blue.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'Bank', 'text': '1 Banks', 'className': 'bnk', 'icon': 'https://static.99acres.com/universalapp/img/bnk.png'}, {'category': 'Park', 'text': '1 Park', 'className': 'prk', 'icon': 'https://static.99acres.com/universalapp/img/prk.png'}, {'category': 'BusStop', 'text': '1 Bus Stop', 'className': 'bus', 'icon': 'https://static.99acres.com/universalapp/img/bus.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'Miscellaneous', 'text': '4 Miscellaneouss', 'className': 'oldhme', 'icon': 'https://static.99acres.com/universalapp/img/oldhme.png'}]",Urbana,Urbana,2,5,1750,2021,1910,,,,27,Kolkata South,603,em bypass,
